# Koordinaten-Liste (Lat, Lon)
# Export: 08.10.2025 07:25:29
# Gesamt: 493 Koordinaten

51.129251,13.546257  # fa.wilms
51.071274,13.670956  # fahrzeug-service bachmann
51.041121,11.835464  # fahrzeughandel u. service
51.062104,13.679946  # fahrzeugservice kaden
51.023030,13.791366  # fahrzeugservice reiche
50.413593,8.685455  # fam. diehl
51.187335,14.458121  # famo fahrzeug-und motorenteile gmbh
50.902012,13.337477  # famo fahrzeug-und motorenteile gmbh
51.127402,13.707989  # federn - schulze gbr
51.005876,13.819853  # feldbinder & rolfsmeyer
51.047230,13.701968  # fiedler karsten
49.958217,8.258543  # firma dachboxhelden
51.341468,12.231092  # frank & sohn fahrzeugteile leipzig gmbh
50.812877,12.883721  # frank fahrzeugbau gmbh
50.968106,13.856855  # freie kfz-werkstatt peter thomas
50.882921,13.957616  # freie kfz.-werkstatt
51.045554,13.707404  # freie kfz.-werkstatt czerwonka
50.983601,13.594444  # ftt fahrzeug technik tharandt
50.895247,13.660904  # garagentore u. torantriebe
50.939395,13.796119  # gustavs autohof
